Gene	Accession No.	Species
rho	GU245266	Svastrina subapicalis
rho	AY227925	Systropha curvicornis
rho	EF416859	Systropha glabriventris
rho	AY227926	Systropha planidens
rho	DQ116707	Tachysphex yolo
rho	AY995813	Tachytes panzeri
rho	GU245297	Tapinotaspidini sp. JS-2010
rho	GU245298	Tapinotaspoides sp. JS-2010
rho	DQ884498	Tetraglossula anthracina
rho	FJ042490	Tetragona clavipes
rho	FJ042487	Tetragona dissecta
rho	AF091726	Tetragona dorsalis
rho	FJ042486	Tetragona goettei
rho	FJ042489	Tetragona perangulata
rho	FJ042485	Tetragona sp. CR-2009
rho	FJ042488	Tetragona ziegleri
rho	DQ813229	Tetragonilla atripes
rho	DQ813232	Tetragonilla collina
rho	DQ813230	Tetragonilla fuscibasis
rho	DQ813231	Tetragonilla rufibasalis
rho	FJ042482	Tetragonisca angustula
rho	FJ042481	Tetragonisca weyrauchi
rho	GU245282	Tetragonula carbonaria
rho	DQ813259	Tetragonula cf. iridipennis CR-2006
rho	DQ813242	Tetragonula cf. laeviceps CR-2006
rho	DQ813255	Tetragonula cf. pagdeni CR-2006
rho	DQ813237	Tetragonula clypearis
rho	DQ813252	Tetragonula fuscobalteata
rho	DQ813236	Tetragonula geissleri
rho	DQ813247	Tetragonula hirashimai
rho	DQ813241	Tetragonula hockingsi
rho	DQ813249	Tetragonula laeviceps
rho	DQ813250	Tetragonula melanocephala
rho	DQ813254	Tetragonula melina
rho	DQ813238	Tetragonula mellipes
rho	DQ813246	Tetragonula minor
rho	DQ813234	Tetragonula pagdeni
rho	DQ813239	Tetragonula sapiens
rho	DQ813251	Tetragonula sarawakensis
rho	DQ813245	Tetragonula sirindhornae
rho	DQ813257	Tetragonula sp. A CR-2006
rho	DQ813258	Tetragonula sp. B CR-2006
rho	DQ813260	Tetragonula sp. C CR-2006
rho	DQ813256	Tetragonula zucchi
rho	GU245229	Tetralonia cinctula
rho	GU245267	Tetraloniella glauca
rho	AF344636	Tetraloniella sp. Ttsp646
rho	GU245279	Tetralonioidella sp. JS-2010
rho	GU245300	Tetrapedia maura
rho	GU245302	Tetrapedia sp. JS-2010
rho	DQ813222	Tetrigona apicalis
rho	DQ813224	Tetrigona binghami
rho	DQ813223	Tetrigona melanoleuca
rho	GU245328	Thalestria spinosa
rho	EU203284	Thrinchostoma conjugens
rho	EU203282	Thrinchostoma kandti
rho	EU203285	Thrinchostoma lemuriae
rho	AY227951	Thrinchostoma sp. BND-2003
rho	EU203283	Thrinchostoma torridum
rho	AY227955	Thrincohalictus prognathus
rho	GU245264	Thygater sp. JS-2010
rho	DQ116679	Thyreus delumbatus
rho	GU245334	Townsendiella sp. JS-2010
rho	EU851633	Trachusa byssina
rho	HQ995791	Trachusa larreae
rho	HQ995792	Trachusa pubescens
rho	DQ115562	Trichocolletes sp. BND-2004
rho	DQ884494	Trichocolletes venustus
rho	HQ995767	Trichothurgus herbsti
rho	FJ042483	Trichotrigona extranea
rho	AF344634	Triepeolus rozeni
rho	AF344635	Triepeolus verbesinae
rho	EU049800	Trigona albipennis
rho	DQ813227	Trigona amalthea
rho	DQ788390	Trigona amazonensis
rho	EU049801	Trigona cf. fuscipennis CR-2007a
rho	EU049812	Trigona cf. fuscipennis CR-2007b
rho	EU049799	Trigona cf. recursa CR-2007
rho	EU049793	Trigona chanchamayoensis
rho	EU049794	Trigona cilipes
rho	EU049805	Trigona corvina
rho	EU049796	Trigona crassipes
rho	EU049798	Trigona dallatorreana
rho	EU049807	Trigona fulviventris
rho	EU184835	Trigona fuscipennis
rho	DQ813226	Trigona guianae
rho	EU049813	Trigona hyalinata
rho	AF091724	Trigona hypogea
rho	EU049795	Trigona lacteipennis
rho	EU049806	Trigona nigerrima
rho	EU049797	Trigona pallens
rho	EU049810	Trigona recursa
rho	EU049802	Trigona silvestriana
rho	EU049811	Trigona spinipes
rho	EU049803	Trigona truculenta
rho	EU049808	Trigona williana
rho	FJ042479	Trigonisca bidentata
rho	FJ042478	Trigonisca buyssoni
rho	FJ042480	Trigonisca nataliae
rho	FJ042475	Trigonisca sp. A CR-2009
rho	FJ042476	Trigonisca sp. B CR-2009
rho	FJ042477	Trigonisca sp. C CR-2009
rho	DQ813225	Trigonisca townsendi
rho	AF344633	Triopasites penniger
rho	EU851731	Wainia eremoplana
rho	DQ884489	Willinkapis chalybea
rho	DQ115552	Xanthesma furcifera
rho	DQ884541	Xanthocotelles sicheli
rho	DQ884556	Xenochilicola mamigna
rho	JN106099	Xenochlora ianthina
rho	JN106100	Xenochlora nigrofemorata
rho	GU245233	Xenoglossa angustior
rho	AY227927	Xeralictus bicuspidariae
rho	AY227928	Xeralictus timberlakei
rho	AF344613	Xeromelecta californica
rho	AY267163	Xylocopa amamensis
rho	GU245350	Xylocopa californica arizonensis
rho	GU245349	Xylocopa fimbriata
rho	GU245345	Xylocopa iris
rho	GU245344	Xylocopa muscaria
rho	GU245347	Xylocopa pubescens
rho	GU245346	Xylocopa sp. JS-2010
rho	AF344614	Xylocopa tabaniformis
rho	GU245348	Xylocopa violacea
rho	AF091730	Xylocopa virginica
rho	AF344637	Zacosmia maculata
rho	DQ884490	Zikanapis clypeata
ultra	NM001011634	 Apis mellifera
ultra	XM003397943	Bombus terrestris
ultra	AY840093	Melipona scutellaris
ultra	DQ190542	Scaptotrigona depilis
vas	NM001040255	 Apis mellifera
vas	FJ161963	 Frieseomelitta varia
vas	FJ161962	 Melipona quadrifasciata
vas	EF601038	 Melipona scutellaris
vas	EF601037	 Scaptotrigona postica
wg	GU245629	Afroheriades sp. CJP-2008
wg	AY222576	Agapostemon leunculus
wg	AY222577	Agapostemon tyleri
wg	GU245558	Aglae caerulea
wg	GU320165	Alocandrena porterae
wg	GU245635	Ammobates punctatus
wg	GU245634	Ammobates sp. JS-2010
wg	GU245641	Ammobatoides luctuosus
wg	EU367330	Ammophila sp. 1 EMP-2008
wg	DQ884857	Amphylaeus obscuriceps
wg	GU245509	Ancyla asiatica
wg	GU245510	Ancyla holtzi anatolica
wg	AY222550	Andrena nasonii
wg	AY222551	Andrena sp. SGB-2003
wg	DQ884772	Andrenopsis sp. EABA-2006
wg	GU245611	Anthidiellum notatum
wg	GU245612	Anthidium porterae
wg	GU245560	Anthophorula completa
wg	GU245561	Anthophorula sp. 1 JS-2010
wg	GU245562	Anthophorula sp. 2 JS-2010
wg	EU184716	Apis cerana
wg	EU184715	Apis dorsata
wg	EU184714	Apis florea
wg	AY703618	Apis mellifera
wg	GU245597	Arhysoceble sp. JS-2010
wg	GU245627	Ashmeadiella aridula
wg	AY455897	Augochlora pura
wg	AY222572	Augochlorella pomoniella
wg	AY222571	Augochloropsis metallica
wg	DQ884765	Baeocolletes minimus
wg	DQ884757	Baeocolletes sp. EABA-2006
wg	DQ884739	Belopria nitidior
wg	EU367331	Bembix amoena
wg	GU320175	Bembix spinolae
wg	GU245645	Biastes truncatus
wg	GU320188	Bicyrtes ventralis
wg	EU184707	Bombus ardens
wg	EU184708	Bombus diversus
wg	EU184709	Bombus mendax
wg	DQ884748	Brachyglossula communis
wg	GU245649	Brachynomada margaretae
wg	GU245648	Brachynomada sp. JS-2010
wg	GU245665	Braunsapis madecassella
wg	DQ884716	Cadeguala albopilosa
wg	DQ884719	Cadeguala occidentalis
wg	DQ884720	Cadegualina andina
wg	AY222578	Caenohalictus sp. BND-2
wg	AY222579	Caenohalictus sp. BND-3
wg	GU245593	Caenonomada sp. JS-2010
wg	GU245650	Caenoprosopina holmbergi
wg	GU245651	Caenoprosopis crabronina
wg	GU320184	Calliopsis anthidia
wg	GU320180	Calliopsis pugionis
wg	DQ884809	Callohesma calliopsella
wg	EF032907	Callomelitta antipodes
wg	DQ884718	Caupolicana bicolor
wg	DQ884717	Caupolicana quadrifasciata
wg	DQ884726	Caupolicana vestita
wg	DQ884727	Caupolicana yarrowi
wg	EU203218	Cellariella brooksi
wg	DQ884735	Cephalocolletes isabelae
wg	DQ884750	Cephalocolletes laticeps
wg	EU184711	Cephalotrigona capitata
wg	GU245669	Ceratina calcarata
wg	GU245674	Ceratina cyanea
wg	GU245671	Ceratina sp. JS-2010
wg	GU320185	Cerceris sp. SCC-2010
wg	EF013689	Chalybion californicum
wg	GU245626	Chelostoma californicum
wg	DQ884831	Chilicola herbsti
wg	DQ884830	Chilicola inermis
wg	DQ884829	Chilicola rostrata
wg	DQ884832	Chilicola styliventris
wg	DQ884828	Chilicola vicugna
wg	DQ884746	Chilicolletes delahozii
wg	DQ884825	Chilimelissa australis
wg	DQ884823	Chilimelissa chusmiza
wg	DQ884821	Chilimelissa irwini
wg	DQ884820	Chilimelissa nortina
wg	DQ884819	Chilimelissa rosie
wg	DQ884826	Chilimelissa rozeni
wg	DQ884824	Chilimelissa sp. 1 EABA-2006
wg	GU320179	Clitemnestra bipunctata
wg	GU245599	Coelioxoides sp. JS-2010
wg	GU245602	Coelioxoides waltheriae
wg	GU245619	Coelioxys alternata
wg	DQ884773	Colletellus velutinellus
wg	DQ884798	Colletes bicolor
wg	DQ884794	Colletes compactus
wg	DQ884793	Colletes distinctus
wg	DQ884801	Colletes floralis
wg	DQ884803	Colletes furfuraceus
wg	DQ884804	Colletes inaequalis
wg	DQ884795	Colletes pascoensis
wg	DQ884799	Colletes seminitidus
wg	DQ884796	Colletes simulans
wg	DQ884805	Colletes skinneri
wg	DQ884800	Colletes sp. EABA-2006
wg	DQ884797	Colletes thoracicus
wg	GU245666	Compsomelissa keiseri
wg	EF411185	Conanthalictus conanthi
wg	AY222553	Conanthalictus wilmattae
wg	AY222573	Corynura patagonica
wg	GU245541	Ctenioschelus goryi
wg	DQ884711	Ctenocolletes nigricans
wg	DQ884712	Ctenocolletes rufescens
wg	DQ884713	Ctenocolletes smaragdinus
wg	GU245526	Ctenoplectra albolimbata
wg	GU245525	Ctenoplectra bequaerti
wg	GU245524	Ctenoplectrina sp. JS-2010
wg	EF411182	Curvinomia ridleyi
wg	GU320177	Dasypoda altercator
wg	GU245603	Dasypoda argentata
wg	GU320181	Dasypoda visnaga
wg	GU245609	Dianthidium subparvum
wg	AY222568	Dieunomia nevadensis
wg	AY222569	Dieunomia triangulifera
wg	AY222580	Dinagapostemon sp. BND-1
wg	AY222581	Dinagapostemon sp. BND-2
wg	GU245613	Dioxys pomonae
wg	DQ884728	Diphaglossa gayi
wg	GU245656	Doeringiella sp. JS-2010
wg	EF411190	Dufourea holocyana
wg	AY222554	Dufourea malacothricis
wg	AY222555	Dufourea mulleri
wg	AY222556	Dufourea novaeangliae
wg	EF411189	Dufourea spinifera
wg	EF411188	Dufourea spirula
wg	DQ884745	Edwyniana sp. EABA-2006
wg	GU245584	Epeoloides coecutiens
wg	GU245582	Epeoloides pilosula
wg	GU245653	Epeolus scutellaris
wg	GU245657	Epeolus sp. JS-2010
wg	GU245659	Epeolus variegatus
wg	GU245535	Epiclopus gayi
wg	GU245536	Ericrocis lata
wg	GU245547	Eucera frater
wg	GU245559	Eufriesea surinamensis
wg	GU245557	Euglossa piliventris
wg	DQ884808	Euhesma crabronica
wg	DQ884806	Euhesma platyrhina
wg	DQ884807	Euhesma sp. EABA-2006
wg	GU245556	Eulaema meriana
wg	DQ884747	Eulonchopria punctatissima
wg	DQ884734	Eulonchopria simplicicrus
wg	EU203228	Eupetersia seyrigi
wg	DQ884759	Euryglossidia sp. 1 EABA-2006
wg	DQ884760	Euryglossidia sp. 2 EABA-2006
wg	DQ884761	Euryglossidia sp. 3 EABA-2006
wg	DQ884766	Euryglossidia sp. 4 EABA-2006
wg	DQ884767	Euryglossidia sp. 5 EABA-2006
wg	DQ884810	Euryglossina globuliceps
wg	GU245555	Exaerete sp. JS-2010
wg	DQ884774	Excolletes sp. EABA-2006
wg	GU245563	Exomalopsis sp. JS-2010
wg	GU245668	Exoneura bicolor
wg	GU245606	Fideliopsis major
wg	GU245552	Florilegus sp. JS-2010
wg	DQ884817	Geodiscelis longiceps
wg	DQ884771	Glossurocolletes bilobatus
wg	AY222560	Goeletapis peruensis
wg	DQ884786	Goniocolletes fimbriatinus
wg	DQ884787	Goniocolletes perfasciatus
wg	AY222582	Habralictus sp. BND-2001
wg	DQ884752	Halictanthrena malpighiacearum
wg	AY455898	Halictus kessleri
wg	AY455899	Halictus ligatus
wg	AY222592	Halictus quadricinctus
wg	AY455900	Halictus scabiosae
wg	AY222593	Halictus tripartitus
wg	AY222594	Halictus vestitus
wg	DQ884790	Hemicotelles ruizii
wg	GU245624	Heriades crucifer
wg	AY222552	Hesperapis larreae
wg	GU320169	Hesperapis richtersveldensis
wg	DQ884763	Hexantheda missionica
wg	GU245660	Hexepeolus rhodogyne
wg	GU245639	Holcopasites arizonicus
wg	GU245638	Holcopasites calliopsidis
wg	GU245640	Holcopasites insoletus
wg	GU245643	Holcopasites minimus
wg	GU245637	Holcopasites ruthae
wg	GU245642	Holcopasites stevensi
wg	AY222600	Homalictus megastigmus
wg	AY222601	Homalictus punctatum
wg	GU245539	Hopliphora velutina
wg	GU245631	Hoplitis albifrons
wg	DQ884736	Hoplocolletes ventralis
wg	EF411183	Hoplonomia amboiensis
wg	GU245628	Hoplosmia scutellaris
wg	DQ884843	Hylaeus affinis
wg	DQ884841	Hylaeus albonitens
wg	DQ884837	Hylaeus alcyoneus
wg	DQ884838	Hylaeus amiculus
wg	DQ212125	Hylaeus anthracinus
wg	DQ884851	Hylaeus aralis
wg	DQ884872	Hylaeus bidentatus
wg	DQ884869	Hylaeus bituberculatus
wg	DQ884874	Hylaeus burnsi
wg	DQ212126	Hylaeus connectens
wg	DQ884856	Hylaeus constrictiformis
wg	DQ884849	Hylaeus cyanurus
wg	DQ212127	Hylaeus difficilis
wg	DQ884848	Hylaeus disjunctus
wg	DQ884839	Hylaeus elegans
wg	DQ884853	Hylaeus eugeniellus
wg	DQ884859	Hylaeus exleyae
wg	DQ884860	Hylaeus extensus
wg	DQ212124	Hylaeus globula
wg	DQ212128	Hylaeus hula
wg	DQ884846	Hylaeus hurdi
wg	DQ884840	Hylaeus inquilina
wg	DQ212130	Hylaeus kauaiensis
wg	DQ212131	Hylaeus kokeensis
wg	DQ212132	Hylaeus kona
wg	DQ884842	Hylaeus leptocephalus
wg	DQ884871	Hylaeus leptospermi
wg	DQ212133	Hylaeus longiceps
wg	DQ884855	Hylaeus microphenax
wg	AY222548	Hylaeus modestus
wg	DQ884852	Hylaeus nubilosus
wg	DQ884847	Hylaeus ofarrelli
wg	DQ212134	Hylaeus pele
wg	DQ884836	Hylaeus preposterosus
wg	DQ884854	Hylaeus primulipictus
wg	EF032906	Hylaeus proximus
wg	DQ212135	Hylaeus pubescens
wg	DQ884845	Hylaeus punctatus
wg	DQ884873	Hylaeus quadratus
wg	DQ884850	Hylaeus ruficeps
wg	DQ884858	Hylaeus sculptus
wg	DQ884833	Hylaeus simplus
wg	DQ212136	Hylaeus solaris
wg	DQ884835	Hylaeus sp. EABA-2006
wg	DQ884870	Hylaeus trilobatus
wg	DQ884834	Hylaeus vittatifrons
wg	DQ884844	Hylaeus wootoni
wg	DQ884861	Hyleoides concinna
wg	GU245574	Hypotrigona gribodoi
wg	GU245565	Isepeolus atripilis
wg	GU245564	Isepeolus cortesi
wg	GU245566	Isepeolus luctuosus
wg	GU245567	Isepeolus wagenknechti
wg	GU320172	Isodontia mexicana
wg	DQ884749	Kylopasiphae pruinosa
wg	DQ884744	Kylopasiphae sp. EABA-2006
wg	DQ884775	Lamprocolletes chalybeatus
wg	AY222604	Lasioglossum athabascense
wg	AY222608	Lasioglossum calceatum
wg	AY455901	Lasioglossum figueresi
wg	AY222602	Lasioglossum florale
wg	AY222599	Lasioglossum hybodinum
wg	AY222603	Lasioglossum lanarium
wg	AY222598	Lasioglossum lithuscum
wg	AY222609	Lasioglossum lustrans
wg	AY455903	Lasioglossum malachurum
wg	AY455902	Lasioglossum marginatum
wg	EU203248	Lasioglossum nicolli
wg	AY455905	Lasioglossum oenotherae
wg	AY455904	Lasioglossum politum
wg	AY222605	Lasioglossum scitulum
wg	AY222607	Lasioglossum zephyrum
wg	AY222606	Lasioglossum zonulum
wg	GU245588	Leiopodus abnormis
wg	GU245586	Leiopodus singularis
wg	GU245587	Leiopodus sp. JS-2010
wg	GU245589	Leiopodus trochantericus
wg	DQ884780	Leioproctus conospermi
wg	DQ884788	Leioproctus irroratus
wg	DQ884781	Leioproctus lanceolatus
wg	DQ884782	Leioproctus megachalcoides
wg	DQ884779	Leioproctus pappus
wg	DQ884783	Leioproctus platycephalus
wg	DQ884789	Leioproctus plumosus
wg	DQ884785	Leioproctus sp. EABA-2006
wg	GU245581	Lestrimelitta sp. JS-2010
wg	AY222567	Lipotriches australica
wg	GU245615	Lithurgus echinocacti
wg	DQ884770	Lonchopria robertsi
wg	DQ884768	Lonchopria similis
wg	DQ884769	Lonchopria sp. EABA-2006
wg	GU245667	Macrogalea ellioti
wg	GU245621	Macropis nuda
wg	GU245675	Manuelia gayatina
wg	GU245543	Martinapis luteicornis
wg	GU245618	Megachile angelarum
wg	GU245620	Megachile ericetorum
wg	JN106132	Megalopta aeneicollis
wg	JN106149	Megalopta aff. fornix ECUA E1
wg	JN106150	Megalopta aff. fornix ECUA G1
wg	JN106135	Megalopta atra
wg	JN106136	Megalopta byroni
wg	JN106139	Megalopta centralis
wg	JN106133	Megalopta cf. aeneicollis BOLI A4
wg	JN106134	Megalopta cf. aeneicollis BOLI A5
wg	JN106148	Megalopta cf. fornix PERU C6
wg	JN106153	Megalopta cf. genalis ECUA A1
wg	JN106154	Megalopta cf. genalis ECUA D2
wg	JN106155	Megalopta cf. genalis FRGU A3
wg	JN106156	Megalopta cf. genalis FRGU E9
wg	JN106151	Megalopta genalis
wg	JN106159	Megalopta sodalis
wg	JN106157	Megalopta sp. morph-j
wg	JN106158	Megalopta sp. morph-p
wg	JN106160	Megaloptidia nocturna
wg	JN106161	Megaloptidia saulensis
wg	GU320176	Megandrena enceliae
wg	GU245623	Meganomia binghami
wg	JN106162	Megommation insigne
wg	GU245573	Melecta albifrons
wg	GU245568	Melectoides bellus
wg	GU245576	Melipona sp. JS-2010
wg	EU184712	Meliponula bocandei
wg	GU245578	Meliponula ferruginea
wg	GU245546	Melissodes desponsa
wg	GU245550	Melissoptila sp. JS-2010
wg	GU245622	Melitta arrogans
wg	GU320174	Melitta eickworti
wg	DQ884864	Meroglossa itamuca
wg	DQ884862	Meroglossa striaticeps
wg	GU245540	Mesocheira bicolor
wg	GU245537	Mesonychium asteria
wg	GU245538	Mesoplia rufipes
wg	AY222595	Mexalictus arizonensis
wg	EU367333	Microbembex argyropleura
wg	GU245616	Microthurge sp. JS-2010
wg	DQ884791	Mourecotelles mixta
wg	EF032905	Mydrosoma aterrimum
wg	GU245591	Nanorhathymus sp. JS-2010
wg	AY222575	Neocorynura discolor
wg	GU245605	Neofidelia sp. JS-2010
wg	GU245661	Neolarra orbiculata
wg	DQ884776	Neopasiphae mirabilis
wg	GU245644	Neopasites cressoni
wg	DQ884751	Niltonia virgilii
wg	DQ884710	Nolanomelissa toroi
wg	GU245662	Nomada maculata
wg	GU245663	Nomada signata
wg	DQ884754	Nomiocolletes jenseni
wg	AY222566	Nomioides facilis
wg	EU203219	Nomioides tumidus
wg	DQ884777	Odontocolletes asper
wg	DQ884778	Odontocolletes pachydontus
wg	GU245652	Odyneropsis sp. JS-2010
wg	GU245632	Oreopasites barbarae
wg	DQ884709	Orphana wagenknechti
wg	GU245585	Osiris sp. JS-2010
wg	GU245625	Osmia lignaria
wg	DQ884865	Palaeorhiza sp. 1 EABA-2006
wg	DQ884866	Palaeorhiza sp. 2 EABA-2006
wg	DQ884867	Palaeorhiza sp. 3 EABA-2006
wg	DQ884868	Palaeorhiza sp. 4 EABA-2006
wg	GU320166	Panurgus calcaratus
wg	DQ884729	Paracolletes crassipes
wg	DQ884730	Paracolletes frederici
wg	DQ884731	Paracolletes robustus
wg	GU245646	Paranomada velutina
wg	GU245610	Paranthidium jugatorium
wg	GU245607	Pararhophites quadratus
wg	GU245594	Paratetrapedia sp. JS-2010
wg	EU203224	Parathrincostoma seyrigi
wg	GU245583	Parepeolus aterrimus
wg	GU245636	Pasites maculatus
wg	AY222588	Patellapis (Chaetalictus) sp. BND-2001
wg	AY222589	Patellapis (Lomatalictus) sp. BND-2001
wg	AY222590	Patellapis (Pachyhalictus) sp. BND-2001
wg	EU203241	Patellapis (Zonalictus) sp. BND-2007
wg	EU203236	Patellapis abessinica
wg	EU203238	Patellapis albofasciata
wg	EU203237	Patellapis andreniformis
wg	EU203247	Patellapis braunsella
wg	EU203244	Patellapis castanea
wg	EU203234	Patellapis cf. minutior BND-2007
wg	EU203243	Patellapis coccinea
wg	EU203245	Patellapis inelegans
wg	EU203242	Patellapis joffrei
wg	EU203246	Patellapis lyalli
wg	EU203232	Patellapis malachurina
wg	EU203230	Patellapis minima
wg	EU203233	Patellapis montagui
wg	EU203235	Patellapis n. sp. 10
wg	EU203229	Patellapis n. sp. 114
wg	EU203231	Patellapis n. sp. 66
wg	EU203239	Patellapis vittata
wg	EU203240	Patellapis zacephala
wg	AY222558	Penapis penai
wg	AY222559	Penapis toroi
wg	GU245544	Peponapis pruinosa
wg	DQ884738	Perditomorpha brunerii
wg	DQ884755	Perditomorpha leucostoma
wg	DQ884742	Perditomorpha rufiventris
wg	DQ884764	Perditomorpha sp. EABA-2006
wg	DQ884762	Perditomorpha stilborhina
wg	DQ884758	Phenacolletes mimus
wg	GU320173	Philanthus gibbosus
wg	GU245579	Plebeina hildebrandti
wg	GU320168	Plenoculus sp. SCC-2010
wg	GU320186	Podalonia sp. SCC-2010
wg	GU245604	Promelitta alboclypeata
wg	AY222557	Protodufourea sp. BND-2003
wg	DQ884784	Protomorpha alloeopus
wg	GU245630	Protosmia rubifloris
wg	GU320183	Protoxaea gloriosa
wg	AY222583	Pseudagapostemon brasiliensis
wg	AY222584	Pseudagapostemon pissisi
wg	AY222570	Pseudapis unidentata
wg	DQ884715	Ptiloglossa sp. EABA-2006
wg	DQ884723	Ptiloglossa tarsata
wg	DQ884721	Ptiloglossa thoracica
wg	DQ884722	Ptiloglossidia fallax
wg	GU320189	Rediviva macgregori
wg	DQ884741	Reedapis bathycyaneus
wg	GU245590	Rhathymus sp. JS-2010
wg	GU245592	Rhathymus unicolor
wg	GU245658	Rhinepeolus rufiventris
wg	AY222585	Rhinetula denticrus
wg	EF411184	Rophites algirus
wg	AY222586	Ruizantheda mutabilis
wg	AY222587	Ruizantheda proxima
wg	GU320170	Samba griseonigra
wg	GU245580	Scaptotrigona hellwegeri
wg	EU184713	Scaura latitarsis
wg	GU320171	Sceliphron caementarium
wg	DQ884812	Scrapter algoensis
wg	DQ884813	Scrapter erubescens
wg	DQ884814	Scrapter heterodoxus
wg	DQ884815	Scrapter niger
wg	DQ884816	Scrapter ruficornis
wg	EU203225	Sphecodes autumnalis
wg	EU203226	Sphecodes clematidis
wg	EU203227	Sphecodes confertus
wg	AY222596	Sphecodes minor
wg	AY222597	Sphecodes ranunculi
wg	GU245633	Sphecodopsis capensis
wg	EF411187	Sphecodosoma beameri
wg	AY222561	Sphecodosoma pratti
wg	DQ884740	Spinolapis caerulescens
wg	DQ884753	Spinolapis sp. EABA-2006
wg	GU245617	Stelis linsleyi
wg	DQ884714	Stenotritus sp. BND-2004
wg	GU320182	Stigmus sp. SCC-2010
wg	GU320178	Stizoides sp. SCC-2010
wg	GU245549	Svastra obliqua
wg	GU245545	Svastrides melanura
wg	GU245553	Svastrina subapicalis
wg	AY222562	Systropha curvicornis
wg	EF411186	Systropha glabriventris
wg	AY222563	Systropha planidens
wg	GU320167	Tachysphex sp. SCC-2010
wg	GU245595	Tapinotaspidini sp. JS-2010
wg	GU245596	Tapinotaspoides sp. JS-2010
wg	DQ884737	Tetraglossula anthracina
